label,session_id,capture_mode,timestamp_utc,timestamp_ms,camera_id,bbox_area,sharpness,bright_ratio,distance_bucket,mirror,frame_delta,bbox_delta,dedup_strategy,path
М,M_protocol_v1,auto,2026-02-11T17:10:40.677725+00:00,1770829840677,0,0.406721,3.1534,0.001123,near,True,10.367227,0.013115,min_interval+pose_change,/Users/mariaburtseva/Documents/проект грант/mvp1/SuperLuchito--SimpleGesture2Letter-Model-Version-2/backend/gallery/М/M_protocol_v1/1770829840677_019.jpg
М,M_protocol_v1,auto,2026-02-11T17:10:41.712805+00:00,1770829841712,0,0.308081,2.7338,0.0,near,True,14.368555,0.09864,min_interval+pose_change,/Users/mariaburtseva/Documents/проект грант/mvp1/SuperLuchito--SimpleGesture2Letter-Model-Version-2/backend/gallery/М/M_protocol_v1/1770829841712_020.jpg
М,M_protocol_v1,auto,2026-02-11T17:10:42.756405+00:00,1770829842756,0,0.348641,3.4593,0.000216,near,True,12.154297,0.04056,min_interval+pose_change,/Users/mariaburtseva/Documents/проект грант/mvp1/SuperLuchito--SimpleGesture2Letter-Model-Version-2/backend/gallery/М/M_protocol_v1/1770829842756_021.jpg
М,M_protocol_v1,auto,2026-02-11T17:10:44.846915+00:00,1770829844846,0,0.34486,2.8154,0.0,near,True,12.773398,0.077725,min_interval+pose_change,/Users/mariaburtseva/Documents/проект грант/mvp1/SuperLuchito--SimpleGesture2Letter-Model-Version-2/backend/gallery/М/M_protocol_v1/1770829844846_023.jpg
М,M_protocol_v1,auto,2026-02-11T17:10:45.891988+00:00,1770829845891,0,0.306696,3.5774,0.0,near,True,6.774453,0.038164,min_interval+pose_change,/Users/mariaburtseva/Documents/проект грант/mvp1/SuperLuchito--SimpleGesture2Letter-Model-Version-2/backend/gallery/М/M_protocol_v1/1770829845891_024.jpg
М,M_protocol_v1,auto,2026-02-11T17:10:50.082796+00:00,1770829850082,0,0.39518,5.3703,0.0,near,True,12.061445,0.066523,min_interval+pose_change,/Users/mariaburtseva/Documents/проект грант/mvp1/SuperLuchito--SimpleGesture2Letter-Model-Version-2/backend/gallery/М/M_protocol_v1/1770829850082_028.jpg
М,M_protocol_v1,auto,2026-02-11T17:10:51.089452+00:00,1770829851089,0,0.504279,4.3468,0.0,near,True,31.255156,0.109099,min_interval+pose_change,/Users/mariaburtseva/Documents/проект грант/mvp1/SuperLuchito--SimpleGesture2Letter-Model-Version-2/backend/gallery/М/M_protocol_v1/1770829851089_029.jpg
М,M_protocol_v1,auto,2026-02-11T17:10:52.135528+00:00,1770829852135,0,0.549755,5.2726,0.0,near,True,30.345352,0.045476,min_interval+pose_change,/Users/mariaburtseva/Documents/проект грант/mvp1/SuperLuchito--SimpleGesture2Letter-Model-Version-2/backend/gallery/М/M_protocol_v1/1770829852135_030.jpg
М,M_protocol_v1,auto,2026-02-11T17:10:53.171209+00:00,1770829853171,0,0.554389,6.0644,0.0,near,True,13.378086,0.004634,min_interval+pose_change,/Users/mariaburtseva/Documents/проект грант/mvp1/SuperLuchito--SimpleGesture2Letter-Model-Version-2/backend/gallery/М/M_protocol_v1/1770829853171_031.jpg
М,M_protocol_v1,auto,2026-02-11T17:10:54.215402+00:00,1770829854215,0,0.537355,5.1358,0.0,near,True,15.8825,0.017035,min_interval+pose_change,/Users/mariaburtseva/Documents/проект грант/mvp1/SuperLuchito--SimpleGesture2Letter-Model-Version-2/backend/gallery/М/M_protocol_v1/1770829854215_032.jpg
М,M_protocol_v1,auto,2026-02-11T17:10:55.227371+00:00,1770829855227,0,0.52714,5.6719,0.0,near,True,18.985352,0.010214,min_interval+pose_change,/Users/mariaburtseva/Documents/проект грант/mvp1/SuperLuchito--SimpleGesture2Letter-Model-Version-2/backend/gallery/М/M_protocol_v1/1770829855227_033.jpg
М,M_protocol_v1,auto,2026-02-11T17:10:56.230882+00:00,1770829856230,0,0.548814,6.038,0.0,near,True,15.771563,0.021674,min_interval+pose_change,/Users/mariaburtseva/Documents/проект грант/mvp1/SuperLuchito--SimpleGesture2Letter-Model-Version-2/backend/gallery/М/M_protocol_v1/1770829856230_034.jpg
М,M_protocol_v1,auto,2026-02-11T17:10:57.233666+00:00,1770829857233,0,0.507701,5.8956,0.0,near,True,14.437656,0.041113,min_interval+pose_change,/Users/mariaburtseva/Documents/проект грант/mvp1/SuperLuchito--SimpleGesture2Letter-Model-Version-2/backend/gallery/М/M_protocol_v1/1770829857233_035.jpg
М,M_protocol_v1,auto,2026-02-11T17:10:58.230793+00:00,1770829858230,0,0.424012,5.7238,0.0,near,True,13.343125,0.083689,min_interval+pose_change,/Users/mariaburtseva/Documents/проект грант/mvp1/SuperLuchito--SimpleGesture2Letter-Model-Version-2/backend/gallery/М/M_protocol_v1/1770829858230_036.jpg
М,M_protocol_v1,auto,2026-02-11T17:10:59.287071+00:00,1770829859287,0,0.35604,5.7924,0.0,near,True,13.040235,0.067972,min_interval+pose_change,/Users/mariaburtseva/Documents/проект грант/mvp1/SuperLuchito--SimpleGesture2Letter-Model-Version-2/backend/gallery/М/M_protocol_v1/1770829859287_037.jpg
М,M_protocol_v1,auto,2026-02-11T17:11:05.642667+00:00,1770829865642,0,0.383881,4.0164,0.0,near,True,21.859219,0.184529,min_interval+pose_change,/Users/mariaburtseva/Documents/проект грант/mvp1/SuperLuchito--SimpleGesture2Letter-Model-Version-2/backend/gallery/М/M_protocol_v1/1770829865642_040.jpg
М,M_protocol_v1,auto,2026-02-11T17:11:06.661889+00:00,1770829866661,0,0.339122,3.6625,0.0,near,True,12.023672,0.044759,min_interval+pose_change,/Users/mariaburtseva/Documents/проект грант/mvp1/SuperLuchito--SimpleGesture2Letter-Model-Version-2/backend/gallery/М/M_protocol_v1/1770829866661_041.jpg
М,M_protocol_v1,auto,2026-02-11T17:11:07.679717+00:00,1770829867679,0,0.304548,4.467,0.0,near,True,8.061875,0.034575,min_interval+pose_change,/Users/mariaburtseva/Documents/проект грант/mvp1/SuperLuchito--SimpleGesture2Letter-Model-Version-2/backend/gallery/М/M_protocol_v1/1770829867679_042.jpg
М,M_protocol_v1,auto,2026-02-11T17:11:08.706571+00:00,1770829868706,0,0.337306,4.2374,0.0,near,True,8.356915,0.032758,min_interval+pose_change,/Users/mariaburtseva/Documents/проект грант/mvp1/SuperLuchito--SimpleGesture2Letter-Model-Version-2/backend/gallery/М/M_protocol_v1/1770829868706_043.jpg
М,M_protocol_v1,auto,2026-02-11T17:11:09.729202+00:00,1770829869729,0,0.44561,4.2319,0.0,near,True,14.067383,0.108305,min_interval+pose_change,/Users/mariaburtseva/Documents/проект грант/mvp1/SuperLuchito--SimpleGesture2Letter-Model-Version-2/backend/gallery/М/M_protocol_v1/1770829869729_044.jpg
М,M_protocol_v1,auto,2026-02-11T17:11:10.762404+00:00,1770829870762,0,0.492247,3.743,0.0,near,True,11.936523,0.046637,min_interval+pose_change,/Users/mariaburtseva/Documents/проект грант/mvp1/SuperLuchito--SimpleGesture2Letter-Model-Version-2/backend/gallery/М/M_protocol_v1/1770829870762_045.jpg
М,M_protocol_v1,auto,2026-02-11T17:11:11.771644+00:00,1770829871771,0,0.366302,4.0055,0.0,near,True,16.827383,0.125945,min_interval+pose_change,/Users/mariaburtseva/Documents/проект грант/mvp1/SuperLuchito--SimpleGesture2Letter-Model-Version-2/backend/gallery/М/M_protocol_v1/1770829871771_046.jpg
М,M_protocol_v1,auto,2026-02-11T17:11:12.794887+00:00,1770829872794,0,0.432176,4.1369,0.0,near,True,14.451133,0.065874,min_interval+pose_change,/Users/mariaburtseva/Documents/проект грант/mvp1/SuperLuchito--SimpleGesture2Letter-Model-Version-2/backend/gallery/М/M_protocol_v1/1770829872794_047.jpg
М,M_protocol_v1,auto,2026-02-11T17:11:13.824536+00:00,1770829873824,0,0.418237,4.0343,0.0,near,True,9.498828,0.01394,min_interval+pose_change,/Users/mariaburtseva/Documents/проект грант/mvp1/SuperLuchito--SimpleGesture2Letter-Model-Version-2/backend/gallery/М/M_protocol_v1/1770829873824_048.jpg
М,M_protocol_v1,auto,2026-02-11T17:11:18.426597+00:00,1770829878426,0,0.387835,4.6198,0.0,near,True,31.142929,0.179562,min_interval+pose_change,/Users/mariaburtseva/Documents/проект грант/mvp1/SuperLuchito--SimpleGesture2Letter-Model-Version-2/backend/gallery/М/M_protocol_v1/1770829878426_052.jpg
М,M_protocol_v1,auto,2026-02-11T17:11:19.438727+00:00,1770829879438,0,0.361675,9.3208,0.0,near,True,18.591015,0.02616,min_interval+pose_change,/Users/mariaburtseva/Documents/проект грант/mvp1/SuperLuchito--SimpleGesture2Letter-Model-Version-2/backend/gallery/М/M_protocol_v1/1770829879438_053.jpg
М,M_protocol_v1,auto,2026-02-11T17:11:21.450839+00:00,1770829881450,0,0.397982,12.2507,2.5e-05,near,True,15.800586,0.000565,min_interval+pose_change,/Users/mariaburtseva/Documents/проект грант/mvp1/SuperLuchito--SimpleGesture2Letter-Model-Version-2/backend/gallery/М/M_protocol_v1/1770829881450_055.jpg
М,M_protocol_v1,auto,2026-02-11T17:11:22.480459+00:00,1770829882480,0,0.422045,10.2342,0.0,near,True,27.564922,0.024063,min_interval+pose_change,/Users/mariaburtseva/Documents/проект грант/mvp1/SuperLuchito--SimpleGesture2Letter-Model-Version-2/backend/gallery/М/M_protocol_v1/1770829882480_056.jpg
М,M_protocol_v1,auto,2026-02-11T17:11:23.542299+00:00,1770829883542,0,0.409368,11.1097,0.0,near,True,10.109805,0.012677,min_interval+pose_change,/Users/mariaburtseva/Documents/проект грант/mvp1/SuperLuchito--SimpleGesture2Letter-Model-Version-2/backend/gallery/М/M_protocol_v1/1770829883542_057.jpg
М,M_protocol_v1,auto,2026-02-11T17:11:24.547627+00:00,1770829884547,0,0.384609,10.7431,8e-06,near,True,13.956718,0.024759,min_interval+pose_change,/Users/mariaburtseva/Documents/проект грант/mvp1/SuperLuchito--SimpleGesture2Letter-Model-Version-2/backend/gallery/М/M_protocol_v1/1770829884547_058.jpg
М,M_protocol_v1,auto,2026-02-11T17:11:25.614809+00:00,1770829885614,0,0.410957,11.0083,5e-06,near,True,8.382969,0.026348,min_interval+pose_change,/Users/mariaburtseva/Documents/проект грант/mvp1/SuperLuchito--SimpleGesture2Letter-Model-Version-2/backend/gallery/М/M_protocol_v1/1770829885614_059.jpg
